OSM Tags,OSM Values,Constraint Type,Constraint Name
memorial,war memorial,Area,Historical Building
healthcare:speciality,radiology,Area,Healthcare Facility
healthcare:speciality,fertility,Area,Healthcare Facility
health_facility:type,dispensary,Area,Healthcare Facility
health_facility:type,health centre,Area,Healthcare Facility
protect_class,1a,Area,IUCN Ia
protect_class,1b,Area,IUCN Ib
protect_class,2,Area,IUCN II
protect_class,3,Area,IUCN III
protect_class,4,Area,IUCN IV
protect_class,5,Area,IUCN V
protect_class,6,Area,IUCN VI
protect_class,1a,Point,IUCN Ia
protect_class,1b,Point,IUCN Ib
protect_class,2,Point,IUCN II
protect_class,3,Point,IUCN III
protect_class,4,Point,IUCN IV
protect_class,5,Point,IUCN V
protect_class,6,Point,IUCN VI
generator:source,nuclear,Point,Nuclear Power Plant
generator:source,oil,Point,Oil Fired Power Plant
generator:source,nuclear,Area,Nuclear Power Plant
generator:source,oil,Area,Oil Fired Power Plant
plant:source,nuclear,Point,Nuclear Power Plant
plant:source,nuclear,Area,Nuclear Power Plant
plant:source,wind,Point,Wind Farm
plant:source,wind,Area,Wind Farm
plant:source,battery,Point,Battery Storage Plant
plant:source,battery,Area,Battery Storage Plant
plant:source,coal,Point,Coal Fired Power Plant
plant:source,coal,Area,Coal Fired Power Plant
plant:source,oil,Point,Oil Fired Power Plant
plant:source,oil,Area,Oil Fired Power Plant
plant:source,waste,Point,Waste Incineration Plant
plant:source,waste,Area,Waste Incineration Plant
plant:source,geothermal,Point,Geothermal Power Plant
plant:source,geothermal,Area,Geothermal Power Plant
protection_title,National parks,Area,National Park
protection_title,National parks,Point,National Park
abandoned:highway,track,Line,Broken Road
abandoned:highway,track,Area,Broken Road
abandoned:highway,unclassified,Line,Broken Road
abandoned:highway,unclassified,Area,Broken Road
abandoned:highway,primary,Line,Broken Road
abandoned:highway,primary,Area,Broken Road
abandoned:highway,?,Line,Broken Road
abandoned:highway,?,Area,Broken Road
disused:amenity,caf‚,Point,Disused Building
disused:amenity,caf‚,Area,Disused Building
disused:amenity,pub,Point,Disused Building
disused:amenity,pub,Area,Disused Building
substation,transmission,Point,Substation
substation,transmission,Area,Substation
substation,minor distribution?.,Point,Substation
substation,minor distribution?.,Area,Substation
industrial,shipyard,Point,Shipyard
industrial,shipyard,Area,Shipyard
seaway,port,Point,Port
seaway,cargo_port,Point,Port
seaway,cruise_port,Point,Port
seaway,ferry_port,Point,Port
industrial,port,Point,Port
seaway,port,Line,Port
seaway,cargo_port,Line,Port
seaway,cruise_port,Line,Port
seaway,ferry_port,Line,Port
industrial,port,Line,Port
industrial,mine,Point,Mine
industrial,mine,Area,Mine
site,wind farm,Area,Wind Farm
site,wind farm,Point,Wind Farm
attraction,animal,Point,IGNORE
attraction,roller coaster,Point,Tourist Area
attraction,roller coaster,Line,Tourist Area
attraction,roller coaster,Area,Tourist Area
attraction,train,Line,IGNORE
attraction,maze,Area,IGNORE
attraction,maze,Point,IGNORE
voltage:secondary,400,Point,IGNORE
voltage:secondary,?...,Point,IGNORE
zoo,safari park,Point,Tourist Area
zoo,safari park,Area,Tourist Area
Pont,yes,Line,Bridge
guest_house,bed and breakfast,Point,Tourist Accomodation
guest_house,bed and breakfast,Area,Tourist Accomodation
laundry_service,yes,Point,Commercial Building
laundry_service,yes,Area,Commercial Building
e-road:class,A-intermediate,Point,IGNORE
e-road:class,A-intermediate,Area,IGNORE
bridge:structure,humpback,Point,IGNORE
bridge:structure,humpback,Line,IGNORE
bridge:structure,beam,Point,IGNORE
bridge:structure,beam,Line,IGNORE
bridge:structure,suspension,Point,IGNORE
bridge:structure,suspension,Line,IGNORE
disused,quarry,Point,Disused Quarry
disused,quarry,Area,Disused Quarry
disused:landuse,quarry,Point,Disused Quarry
disused:landuse,quarry,Area,Disused Quarry
disused:man_made,quarry,Point,Disused Quarry
disused:man_made,quarry,Area,Disused Quarry
site_type,roman wall,Point,Historical Building
site_type,roman wall,Area,Historical Building
site_type,fortification,Point,Historical Building
site_type,fortification,Area,Historical Building
site_type,building,Point,Historical Building
site_type,building,Area,Historical Building
site_type,stone circle,Point,Historical Building
site_type,stone circle,Area,Historical Building
denotation,natural_monument,Point,Protected Tree
basin,detention,Point,Detention Basin
basin,detention,Area,Detention Basin
basin,retention,Point,Retention Basin
basin,retention,Area,Retention Basin
landcover,bushes,Point,Shrubland
landcover,bushes,Area,Shrubland
landcover,beach,Point,Beach
landcover,beach,Area,Beach
landcover,grass,Point,Grassland
landcover,grass,Area,Grassland
proposed,rail,Point,Upcoming Railway
proposed,tram,Point,Upcoming Railway
proposed,light_rail,Point,Upcoming Railway
proposed,rail,Line,Upcoming Railway
proposed,tram,Line,Upcoming Railway
proposed,light_rail,Line,Upcoming Railway
proposed,rail,Area,Upcoming Railway
proposed,tram,Area,Upcoming Railway
proposed,light_rail,Area,Upcoming Railway
proposed,subway,Point,Upcoming Railway
proposed,subway,Area,Upcoming Railway
proposed,monorail,Point,Upcoming Railway
proposed,train,Line,Upcoming Railway
proposed,monorail,Point,Upcoming Railway
proposed,train,Line,Upcoming Railway
closed:amenity,caf‚,Point,Disused Building
closed:amenity,building,Point,Disused Building
closed:amenity,caf‚,Area,Disused Building
closed:amenity,building,Area,Disused Building
bay,fjord,Point,Fjord
bay,fjord,Line,Fjord
bay,fjord,Area,Fjord
archaeological_site,castle ,Point,Historical Building
archaeological_site,castle ,Area,Historical Building
school,primary,Point,Educational Facility
school,primary,Area,Educational Facility
school,secondary,Point,Educational Facility
school,secondary,Area,Educational Facility
school,residential,Point,Educational Facility
school,residential,Area,Educational Facility
castle_type,defensive,Point,Historical Building
castle_type,defensive,Area,Historical Building
castle_type,stately,Point,Historical Building
castle_type,stately,Area,Historical Building
castle_type,palace,Point,Historical Building
castle_type,palace,Area,Historical Building
proposed:power,plant,Point,Upcoming Power Plant
proposed:power,plant,Area,Upcoming Power Plant
weather:radar,yes,Point,Weather Monitoring Station
communication:radio,yes,Point,Communication Tower
communication:radio,yes,Area,Communication Tower
disused:building,yes,Point,Disused Building
disused:building,yes,Area,Disused Building
aeroway:type,private  ,Point,Private Airport
aeroway:type,private  ,Area,Private Airport
proposed:highway,residential,Line,Upcoming Road
proposed:highway,residential,Area,Upcoming Road
proposed:highway,crossing,Line,Upcoming Road
proposed:highway,crossing,Area,Upcoming Road
proposed:highway,secondary,Line,Upcoming Road
proposed:highway,secondary,Area,Upcoming Road
proposed:highway,unclassified,Line,Upcoming Road
proposed:highway,unclassified,Area,Upcoming Road
community_centre,youth centre,Point,Building
community_centre,youth centre,Area,Building
community_centre,building,Point,Building
community_centre,building,Area,Building
natural_protection,water protection area,Point,Legally Protected Land
natural_protection,water protection area,Area,Legally Protected Land
parish,building,Point,Religious Building
parish,building,Area,Religious Building
flood_prone,yes,Point,Flooding
flood_prone,seasonal,Point,Seasonal Flooding
flood_prone,yes,Line,Flooding
flood_prone,seasonal,Line,Seasonal Flooding
flood_prone,yes,Area,Flooding
flood_prone,seasonal,Area,Seasonal Flooding
polling_station,yes,Point,Building
polling_station,yes,Area,Building
seamark:notice:category,limited headroom,Point,IGNORE
seamark:notice:category,waterskiing permitted,Point,IGNORE
seamark:notice:function,information,Point,IGNORE
seamark:notice:impact,upstream,Point,IGNORE
seamark:notice:impact,downstream,Point,IGNORE
mooring,cruise,Line,Mooring
mooring,yes,Line,Mooring
mooring,commercial,Line,Mooring
proposed:railway,station,Point,Upcoming Railway
proposed:railway,station,Area,Upcoming Railway
light_rail,regular,Line,Railway
light_rail,yes,Line,Railway
highway:category:pl,1,Line,National Road
highway:category:pl,2,Line,Provincial Road
highway:category:pl,3,Line,District Road
highway:category:pl,4,Line,Municipal Road
maxaxleload,8,Line,IGNORE
maxaxleload,10,Line,IGNORE
maxaxleload,11.5,Line,IGNORE
proposed:building,yes,Point,Upcoming Building
property,private,Point,Residential Building
proposed:building,yes,Area,Upcoming Building
property,private,Area,Residential Building
property,condominium,Area,Residential Building
property,condominium,Point,Residential Building
bunker_type,pillbox,Point,Military
bunker_type,pillbox,Area,Military
bunker_type, medical,Point,Military
bunker_type, medical,Area,Military
bunker_type, technical,Point,Military
bunker_type, technical,Area,Military
bunker_type, gun_emplacement,Point,Military
bunker_type, gun_emplacement,Area,Military
mountain_pass,yes,Area,Mountain Pass
area:highway,footway,Area,Road
area:highway, emergency,Area,Road
area:highway, service,Area,Road
highway:area,service,Area,Road
highway:area, unclassified,Area,Road
health_specialty:radiology,TRUE,Area,Healthcare Facility
health_specialty:radiology,TRUE,Point,Healthcare Facility
supermarket,yes,Point,Commercial Building
supermarket,yes,Area,Commercial Building
aquaculture,fish,Point,Aquaculture
aquaculture,fish,Area,Aquaculture
car_wash,yes,Point,Commercial Building
car_wash,yes,Area,Commercial Building
preschool,yes,Point,Educational Facility
preschool,yes,Area,Educational Facility
hazard_prone,yes,Area,Flooding
hazard_type,flood,Area,Flooding
hazard_type,landslide,Area,Landslide
hazard_type,avalanche,Area,Avalanche
natural:actual,landslide ,Area,Landslide 
hazard_prone,yes,Point,Flooding
hazard_type,flood,Point,Flooding
hazard_type,landslide,Point,Landslide
hazard_type,avalanche,Point,Avalanche
natural:actual,landslide ,Point,Landslide 
hazard_prone,yes,Line,Flooding
hazard_type,flood,Line,Flooding
hazard_type,landslide,Line,Landslide
hazard_type,avalanche,Line,Avalanche
natural:actual,landslide ,Line,Landslide 
destroyed:building,garages,Point,IGNORE
destroyed:building,apartments,Point,IGNORE
destroyed:building,schools,Point,IGNORE
destroyed:highway,residential,Line,IGNORE
destroyed:highway,service,Line,IGNORE
ice_road,yes,Line,Ice Road
ice_road,yes,Area,Ice Road
winter_road,yes,Line,Winter Road
winter_road,yes,Area,Winter Road
mast:type,communication,Point,Communication Tower
museum,technology,Area,Commercial Building
museum,technology,Point,Commercial Building
museum,art,Area,Commercial Building
museum,art,Point,Commercial Building
museum,money,Area,Commercial Building
museum,money,Point,Commercial Building
museum,archaeological,Area,Commercial Building
museum,archaeological,Point,Commercial Building
building:levels:underground,1,Point,IGNORE
building:levels:underground,2,Point,IGNORE
building:levels:underground,3,Point,IGNORE
building:levels:underground,6,Point,IGNORE
building:levels:underground,1,Area,IGNORE
building:levels:underground,2,Area,IGNORE
building:levels:underground,3,Area,IGNORE
building:levels:underground,6,Area,IGNORE
building:levels:underground,?...,Area,IGNORE
seamark:small_craft_facility:category,slipway,Point,IGNORE
seamark:small_craft_facility:category,fuel station,Point,IGNORE
seamark:small_craft_facility:category,boatyard,Point,IGNORE
disused:highway,?...........................................,Area,Disused Road
disused:highway,?...........................................,Line,Disused Road
monitoring:weather,yes,Point,Weather Monitoring Station
monitoring:weather,wind,Point,Wind Mast
natural,reef,Point,Reef
natural,reef,Area,Reef
reef,coral,Point,Coral Reef
reef,coral,Area,Coral Reef
subsea,reef,Point,Reef
subsea,reef,Area,Reef
subsea,coral reef,Point,Coral Reef
subsea,coral reef,Area,Coral Reef
monorail,yes,Line,Railway
estuary,yes,Point,Estuary
estuary,yes,Area,Estuary
seamark:radar_transponder:group,K,Point,IGNORE
seamark:radar_transponder:group,G,Point,IGNORE
dock,drydock,Point,Drydock
waterway,dock,Point,Dock
dock,drydock,Area,Drydock
waterway,dock,Area,Dock
tomb,columbarium,Area,Cemetery
tomb,columbarium,Point,Cemetery
pedestrian,highway,Line,Road
pedestrian,highway,Area,Road
ruins:building,yes,Point,Historical Building
ruins:building,yes,Area,Historical Building
Manmade,breakwater,Area,Breakwater
Manmade,breakwater,Line,Breakwater
Bunker type,pillbox,Point,Military
Bunker type,pillbox,Area,Military
Tower type,communication,Point,Communication Tower
Building level,1,Point,Building
Building level,3,Point,Building
Building level,1,Area,Building
Building level,3,Area,Building
Place ,farm,Point,Farm
Place ,farm,Area,Farm
ruins,church,Point,Religious Building
ruins,church,Area,Religious Building
Place ,isolated dwelling,Point,Building
Place ,isolated dwelling,Area,Building
protection_title,State Park,Point,State Park
protection_title,State Park,Area,State Park
protection_title,State Forest,Point,State Forest
protection_title,State Forest,Area,State Forest
protection_title,National Forest,Point,National Forest
protection_title,National Forest,Area,National Forest
protection_title,Special Protected Area,Point,Special Protected Area
protection_title,Special Protected Area,Area,Special Protected Area
protection_title,Wildlife Sanctuary,Point,Wildlife Sanctuary
protection_title,Wildlife Sanctuary,Area,Wildlife Sanctuary
man_made,Quay,Point,Quay
man_made,Quay,Area,Quay
leisure,Slipway,Point,Slipway
leisure,Slipway,Line,Slipway
natural,glacier,Point,Glacier
natural,glacier,Area,Glacier
geological,palaeontological_site,Point,Palaeontological Site
geological,palaeontological_site,Area,Palaeontological Site
landuse,animal_keeping,Point,Animal Keeping
landuse,animal_keeping,Area,Animal Keeping
natural,moor ,Point,Moor
natural,Fell,Point,Fell
natural,moor ,Area,Moor
natural,Fell,Area,Fell
natural,Tundra,Point,Tundra
natural,Tundra,Area,Tundra
natural,Heath,Point,Heathland
natural,Heath,Area,Heathland
wetland,marsh,Point,Marsh
wetland,marsh,Area,Marsh
wetland,saltmarsh,Point,Salt Marsh
wetland,saltmarsh,Area,Salt Marsh
natural,blowhole,Point,Blowhole
natural,blowhole,Area,Blowhole
natural,Geyser,Point,Geyser
natural,Geyser,Point,Geyser
natural,hot_spring,Point,Hot Spring
natural,hot_spring,Area,Hot Spring
natural,Fumarole,Point,Fumarole
natural,Fumarole,Area,Fumarole
wetland,tidalflat,Point,Tidal Flat
wetland,tidalflat,Area,Tidal Flat
power,cable,Line,Power Cable
Military,Naval Base,Point,Military
Military,Check Point,Point,Military
Military,Naval Base,Area,Military
Military,Check Point,Area,Military
military,danger_area,Point,Military Risk
hazard,Minefield,Point,Minefield
waterway,offshore_field,Point,Oil And Gas Field
waterway,hydrocarbon_field,Point,Oil And Gas Field
man_made,oil_field,Point,Oil And Gas Field
man_made,oilfield,Point,Oil And Gas Field
man_made,gasfield,Point,Oil And Gas Field
man_made,gas_field,Point,Oil And Gas Field
landuse,orchard,Point,Orchard
amenity,research_institute,Point,Research Facility
hazard,unexploded_ordnance,Point,Unexploded Ordnance
natural,volcano,Point,Volcano
hazard,quicksand,Line,Quicksand
hazard,quicksand,Area,Quicksand
military,danger_area,Area,Military Risk
hazard,Minefield,Area,Minefield
waterway,offshore_field,Area,Oil And Gas Field
waterway,hydrocarbon_field,Area,Oil And Gas Field
man_made,oil_field,Area,Oil And Gas Field
man_made,oilfield,Area,Oil And Gas Field
man_made,gasfield,Area,Oil And Gas Field
man_made,gas_field,Area,Oil And Gas Field
landuse,orchard,Area,Orchard
amenity,research_institute,Area,Research Facility
hazard,unexploded_ordnance,Area,Unexploded Ordnance
